query,match_type,impressions,clicks,Currency code,avg_cpc,keyword_group,ctr,opportunity_clicks
excel con ia,Broad match,11,1,USD,0.1,AI for data analysis,0.0909,10
fazer slides com ia,Broad match,11,3,USD,0.27,ai software,0.2727,8
moshi ai,Broad match,11,0,USD,0.0,AI software tools,0.0,11
stack ai,Phrase match (close variant),11,1,USD,0.1,ai software,0.0909,10
ia para codar,Broad match,11,1,USD,0.28,ai programs,0.0909,10
yazılım ai,Phrase match (close variant),11,0,USD,0.0,ai software,0.0,11
ai engineer,Exact match,11,0,USD,0.0,ai engineer,0.0,11
mywhiteboard ai,Phrase match (close variant),11,2,USD,0.32,ai software,0.1818,9
codecanyon,Broad match,11,0,USD,0.0,ai software,0.0,11
getimg ai,Broad match,11,1,USD,0.09,ai software,0.0909,10
pi ai,Broad match,11,0,USD,0.0,ai apps,0.0,11
inteligência artificial que cria imagens grátis,Broad match,11,5,USD,0.31,ai download,0.4545,6
sql ai,Phrase match (close variant),11,0,USD,0.0,ai software,0.0,11
blackbox ai code,Phrase match (close variant),11,0,USD,0.0,ai software,0.0,11
domoai app,Broad match,11,2,USD,0.24,ai software,0.1818,9
free coding ai,Phrase match (close variant),11,2,USD,0.33,ai software,0.1818,9
en iyi yapay zeka uygulamaları,Phrase match (close variant),11,0,USD,0.0,ai apps,0.0,11
github ia,Broad match,11,0,USD,0.0,ai software,0.0,11
zzz code ai,Phrase match (close variant),11,1,USD,0.1,ai software,0.0909,10
ai code writer,Phrase match (close variant),11,1,USD,0.17,ai software,0.0909,10
stable diffusion ai,Broad match,11,0,USD,0.0,ai software,0.0,11
inteligencia artificial gratis,Phrase match (close variant),11,2,USD,0.23,ai software,0.1818,9
ideogram ai,Broad match,11,0,USD,0.0,ai software,0.0,11
julius ai,Broad match,10,0,USD,0.0,AI for data analysis,0.0,10
visoid ai,Phrase match (close variant),10,0,USD,0.0,ai software,0.0,10
ai unit test generation,Broad match,10,0,USD,0.0,ai software,0.0,10
gamma app,Broad match,10,1,USD,0.63,ai apps,0.1,9
ai for programming,Exact match,10,0,USD,0.0,ai for programming,0.0,10
perplexity ai,Phrase match (close variant),10,0,USD,0.0,ai apps,0.0,10
ia que ajuda a programar,Broad match,10,2,USD,0.27,ai programs,0.2,8
ai assistant,Broad match,10,0,USD,0.0,ai software,0.0,10
ia para codigo de programação,Broad match,10,0,USD,0.0,ai programs,0.0,10
ia javascript,Broad match,10,0,USD,0.0,ai software,0.0,10
ai agents,Broad match,10,0,USD,0.0,ai apps,0.0,10
replicate ai,Broad match,10,0,USD,0.0,AI software tools,0.0,10
online python compiler,Broad match,10,0,USD,0.0,AI code enhancement,0.0,10
ia para programar java,Broad match,10,1,USD,0.1,ai software,0.1,9
power ai,Phrase match (close variant),10,0,USD,0.0,ai software,0.0,10
ai for coding free,Phrase match (close variant),10,0,USD,0.0,ai software,0.0,10
ia creador de imagenes,Broad match,10,1,USD,0.1,AI software helper,0.1,9
ai app builder,Phrase match (close variant),10,0,USD,0.0,ai software,0.0,10
ai download,Exact match,10,0,USD,0.0,ai download,0.0,10
melhores ia para programar,Broad match,10,5,USD,0.34,ai programs,0.5,5
criar ebook com inteligência artificial grátis,Broad match,10,3,USD,0.6,ai apps,0.3,7
code optimizer,Broad match,10,2,USD,0.1,AI code optimization,0.2,8
ai app generator,Phrase match (close variant),10,1,USD,0.44,ai software,0.1,9
app suno ai create,Broad match,10,0,USD,0.0,ai apps,0.0,10
grok ai,Phrase match (close variant),10,0,USD,0.0,ai software,0.0,10
durable ai,Broad match,10,0,USD,0.0,AI development tools,0.0,10
flux 1 ai,Broad match,10,1,USD,0.35,ai tools,0.1,9
inteligencia artificial gratis online,Broad match,10,0,USD,0.0,ai programs,0.0,10
ia para estudos,Broad match,10,2,USD,0.5,ai software,0.2,8
prompt ai,Broad match,10,0,USD,0.0,AI software tools,0.0,10
amazon code whisperer,Broad match,10,1,USD,0.39,coding ai,0.1,9
decohere ai,Broad match,10,0,USD,0.0,AI programming tools,0.0,10
venice ia,Broad match,10,0,USD,0.0,ai tools,0.0,10
yazılım yapay zeka,Phrase match (close variant),10,1,USD,0.1,ai software,0.1,9
durable ai,Broad match,10,1,USD,0.14,ai tools,0.1,9
chat gpt for programming,Broad match,10,0,USD,0.0,ai software,0.0,10
ia que genera imagenes,Broad match,10,1,USD,0.1,AI software tools,0.1,9
yapay zeka uygulamaları ücretsiz,Phrase match (close variant),10,2,USD,0.1,ai apps,0.2,8
crear imagen con inteligencia artificial,Broad match,10,1,USD,0.1,AI software tools,0.1,9
civitai alternative,Broad match,10,1,USD,0.1,AI software tools,0.1,9
lookx ia,Broad match,10,0,USD,0.0,AI software tools,0.0,10
ia generadora de imagenes,Broad match,10,1,USD,0.1,AI software tools,0.1,9
ai technology,Broad match,10,0,USD,0.0,ai software,0.0,10
ai for code,Broad match,10,1,USD,0.21,ai software,0.1,9
www decohere ai,Broad match,10,1,USD,0.1,AI software tools,0.1,9
toolify ai,Phrase match (close variant),10,0,USD,0.0,ai software,0.0,10
stylar ai,Broad match,10,0,USD,0.0,ai apps,0.0,10
ia de programacion gratis,Broad match,10,3,USD,0.25,ai programs,0.3,7
ai free,Phrase match (close variant),10,2,USD,0.64,ai software,0.2,8
codewhisperer,Broad match,10,0,USD,0.0,coding ai,0.0,10
humata ai,Broad match,10,0,USD,0.0,ai software,0.0,10
melhores ia para programação,Broad match,10,0,USD,0.0,ai programs,0.0,10
ia que programa,Phrase match (close variant),9,1,USD,0.53,ai software,0.1111,8
ia sql,Broad match,9,1,USD,0.2,ai software,0.1111,8
civit ai,Broad match,9,0,USD,0.0,ai software,0.0,9
newarc ai,Broad match,9,0,USD,0.0,ai software,0.0,9
lumalabs ai,Broad match,9,0,USD,0.0,AI software tools,0.0,9
redeem code generator ai,Broad match,9,0,USD,0.0,coding ai,0.0,9
ia creadora de imagenes,Broad match,9,0,USD,0.0,AI software tools,0.0,9
ücretsiz ai,Broad match,9,0,USD,0.0,ai download,0.0,9
harpa ai,Broad match,9,2,USD,0.29,ai software,0.2222,7
flowise ai,Broad match,9,0,USD,0.0,AI development tools,0.0,9
ia online gratis,Broad match,9,1,USD,0.1,ai programs,0.1111,8
ai websites,Broad match,9,1,USD,0.69,ai software,0.1111,8
eduaide ai,Broad match,9,0,USD,0.0,ai apps,0.0,9
venice ia,Broad match,9,1,USD,0.53,ai apps,0.1111,8
rendernet ai,Broad match,9,2,USD,0.41,AI software tools,0.2222,7
ai photo generator,Broad match,9,3,USD,0.1,ai apps,0.3333,6
wireframe ai,Phrase match (close variant),9,0,USD,0.0,ai software,0.0,9
unity ai,Phrase match (close variant),9,0,USD,0.0,ai software,0.0,9
inteligencia artificial para programadores,Broad match,9,0,USD,0.0,ai software,0.0,9
doctrina ai exam,Broad match,9,6,USD,0.09,coding ai,0.6667,3
hyper ai app,Broad match,9,0,USD,0.0,ai software,0.0,9
flowise,Broad match,9,0,USD,0.0,AI development tools,0.0,9
ai developer,Exact match (close variant),9,0,USD,0.0,ai engineer,0.0,9
coding with ai,Broad match,9,0,USD,0.0,ai software,0.0,9
ai architecture generator,Broad match,9,1,USD,0.66,ai software,0.1111,8
melhores ias para programação,Broad match,9,0,USD,0.0,artificial intelligence programming,0.0,9
inteligência artificial para criar textos grátis,Broad match,9,4,USD,0.27,ai programs,0.4444,5
criar slide com ia,Broad match,9,2,USD,0.29,ai software,0.2222,7
blackbox io,Broad match,9,1,USD,0.1,coding ai,0.1111,8
inteligencias artificiales gratis,Broad match,9,1,USD,0.28,ai software,0.1111,8
render ai gratis,Broad match,9,1,USD,0.31,AI software tools,0.1111,8
hailuo ai,Broad match,9,1,USD,0.48,ai software,0.1111,8
best ai,Broad match,9,0,USD,0.0,ai software,0.0,9
ai programação,Broad match,9,0,USD,0.0,ai software,0.0,9
ia para programacao,Broad match,9,5,USD,0.53,ai programs,0.5556,4
applio ai,Broad match,9,0,USD,0.0,ai apps,0.0,9
generador de imágenes con ia gratis,Broad match,9,1,USD,0.1,AI software tools,0.1111,8
black box io,Broad match,9,0,USD,0.0,coding ai,0.0,9
lua ai,Phrase match (close variant),9,1,USD,0.55,ai software,0.1111,8
grok ai,Broad match,9,0,USD,0.0,artificial intelligence programming,0.0,9
ia de creacion de imagenes,Broad match,9,2,USD,0.1,AI software tools,0.2222,7
figma ai,Broad match,9,1,USD,0.67,AI development tools,0.1111,8
playground openai,Broad match,9,1,USD,0.93,ai software,0.1111,8
opus clip alternative,Broad match,9,1,USD,0.1,AI software tools,0.1111,8
ia dev,Broad match,9,0,USD,0.0,AI for developers,0.0,9
ai code detector,Broad match,9,1,USD,0.1,AI code review,0.1111,8
deep ai,Broad match,9,0,USD,0.0,AI software tools,0.0,9
codeai,Broad match,9,0,USD,0.0,ai software,0.0,9
leonardo ai,Broad match,9,0,USD,0.0,ai software,0.0,9
relevance ai,Broad match,9,0,USD,0.0,ai tools,0.0,9
codeium ai,Phrase match (close variant),9,0,USD,0.0,ai software,0.0,9
ia para php,Broad match,9,2,USD,0.19,ai software,0.2222,7
chatgpt for programmers,Broad match,9,1,USD,1.04,ai software,0.1111,8
poly ai pc,Broad match,9,0,USD,0.0,ai software,0.0,9
ai apps,Exact match,9,2,USD,0.1,ai apps,0.2222,7
ui ai,Broad match,9,0,USD,0.0,AI software tools,0.0,9
ia que programa,Broad match,9,0,USD,0.0,ai software,0.0,9
python compiler online,Broad match,9,0,USD,0.0,AI-enhanced coding,0.0,9
ia para criar apresentações,Broad match,9,1,USD,0.22,ai software,0.1111,8
melhor ia para codigo,Broad match,9,1,USD,0.32,coding ai,0.1111,8
code interpreter,Broad match,9,0,USD,0.0,coding ai,0.0,9
teachy ai,Broad match,9,0,USD,0.0,ai apps,0.0,9
ai game generator,Broad match,9,0,USD,0.0,AI game development,0.0,9
free code ai,Phrase match (close variant),9,0,USD,0.0,ai software,0.0,9
ia gerador de código,Broad match,9,0,USD,0.0,coding ai,0.0,9
copilot free,Broad match,8,0,USD,0.0,coding ai,0.0,8
coder ai,Broad match,8,0,USD,0.0,ai software,0.0,8
cual es la mejor ia para programar,Broad match,8,0,USD,0.0,ai programs,0.0,8
veras ai,Broad match,8,0,USD,0.0,AI software tools,0.0,8
ai luma,Broad match,8,0,USD,0.0,AI software tools,0.0,8
alphacode,Broad match,8,0,USD,0.0,ai programs,0.0,8
edge ai,Broad match,8,0,USD,0.0,ai software,0.0,8
ai video generator,Phrase match (close variant),8,1,USD,0.09,ai software,0.125,7
inteligência artificial criar imagens,Broad match,8,1,USD,0.29,ai programs,0.125,7
replit ghostwriter,Broad match,8,0,USD,0.0,ai software,0.0,8
ai agents,Broad match,8,0,USD,0.0,ai tools,0.0,8
prompthero,Broad match,8,0,USD,0.0,AI software tools,0.0,8
copilot,Broad match,8,1,USD,0.1,ai software,0.125,7
görsel yapay zeka uygulamaları,Phrase match (close variant),8,1,USD,0.1,ai apps,0.125,7
code review ai,Broad match,8,0,USD,0.0,ai software,0.0,8
free ai for coding,Phrase match (close variant),8,1,USD,0.2,ai software,0.125,7
site de inteligência artificial gratuito,Broad match,8,1,USD,0.24,ai software,0.125,7
ai programmer,Broad match,8,0,USD,0.0,ai software,0.0,8
yapay zeka indir,Broad match,8,0,USD,0.0,ai download,0.0,8
elevenlabs alternative,Broad match,8,0,USD,0.0,ai software,0.0,8
ia gratuito,Broad match,8,1,USD,0.1,ai software,0.125,7
langflow,Broad match,8,1,USD,0.32,AI development tools,0.125,7
https lumalabs ai,Broad match,8,1,USD,0.29,ai apps,0.125,7
image to html ai,Broad match,8,0,USD,0.0,AI code writing,0.0,8
inteligencia artificial ia,Broad match,8,0,USD,0.0,ai programs,0.0,8
project ai,Broad match,8,0,USD,0.0,ai programs,0.0,8
github copilot free,Phrase match (close variant),8,0,USD,0.0,coding ai,0.0,8
ia para hacer imagenes,Broad match,8,0,USD,0.0,AI software tools,0.0,8
prompt engineering,Broad match,8,0,USD,0.0,ai engineer,0.0,8
futurepedia io,Broad match,8,0,USD,0.0,coding ai,0.0,8
devon ai,Broad match,8,0,USD,0.0,ai software,0.0,8
toolify,Broad match,8,0,USD,0.0,AI coding tools,0.0,8
copilot alternative,Broad match,8,0,USD,0.0,ai software,0.0,8
ia programing,Broad match,8,0,USD,0.0,ai software,0.0,8
replit ghostwriter,Phrase match (close variant),8,1,USD,0.34,coding ai,0.125,7
uizard io,Broad match,8,1,USD,0.1,ai apps,0.125,7
inmersity ai,Broad match,8,0,USD,0.0,ai software,0.0,8
ai companies,Broad match,8,1,USD,0.28,ai software,0.125,7
ia para código,Broad match,8,2,USD,0.18,coding ai,0.25,6
ia python,Broad match,8,0,USD,0.0,ai software,0.0,8
crear imagen con ia,Broad match,8,2,USD,0.1,AI software helper,0.25,6
php ai,Phrase match (close variant),8,0,USD,0.0,ai software,0.0,8
ide com ia,Broad match,8,0,USD,0.0,ai programs,0.0,8
turn any question into code,Broad match,8,0,USD,0.0,ai programs,0.0,8
lumalabs ai,Phrase match (close variant),8,1,USD,0.53,ai apps,0.125,7
ai game maker,Broad match,8,1,USD,0.29,ai tools,0.125,7
ideogram,Broad match,8,1,USD,0.26,AI development tools,0.125,7
tabnine ai,Broad match,8,0,USD,0.0,ai software,0.0,8
youcode,Broad match,8,0,USD,0.0,AI coding tools,0.0,8
pix2code,Broad match,8,0,USD,0.0,AI code writing,0.0,8
ai presentation,Broad match,8,1,USD,0.54,ai software,0.125,7
easy peasy ai,Phrase match (close variant),8,1,USD,0.7,ai tools,0.125,7
unit test generator,Broad match,8,0,USD,0.0,AI unit testing,0.0,8
dify ai,Phrase match (close variant),8,0,USD,0.0,ai software,0.0,8
folders ai,Broad match,8,0,USD,0.0,AI software tools,0.0,8
ai luma,Broad match,8,0,USD,0.0,ai apps,0.0,8
presentation ai,Phrase match (close variant),8,1,USD,0.57,ai software,0.125,7
code generation ai,Phrase match (close variant),8,0,USD,0.0,ai software,0.0,8
frontend ai,Broad match,8,0,USD,0.0,ai software,0.0,8
ia para crear codigo de programacion,Broad match,8,1,USD,0.1,ai software,0.125,7
ibm watson,Broad match,8,1,USD,0.71,AI software tools,0.125,7
la mejor ia para programar,Broad match,8,0,USD,0.0,ai software,0.0,8
tome ai,Broad match,8,0,USD,0.0,AI development tools,0.0,8
polycoder,Broad match,8,3,USD,0.24,ai programs,0.375,5
sora like ai,Broad match,8,0,USD,0.0,ai apps,0.0,8
beta openai playground,Broad match,8,0,USD,0.0,ai software,0.0,8
flux ia,Broad match,8,0,USD,0.0,ai software,0.0,8
a i,Broad match,8,0,USD,0.0,ai software,0.0,8
figma ia,Broad match,8,0,USD,0.0,AI development tools,0.0,8
hailuo ai,Phrase match (close variant),8,0,USD,0.0,ai software,0.0,8
coding assistant ai,Phrase match (close variant),8,0,USD,0.0,ai software,0.0,8
ia para crear codigos de programacion,Broad match,8,0,USD,0.0,ai programs,0.0,8
codex ia,Broad match,8,1,USD,1.24,coding ai,0.125,7
ia para visual studio code,Broad match,8,0,USD,0.0,coding ai,0.0,8
chat ai,Phrase match (close variant),8,0,USD,0.0,ai software,0.0,8
venice ai,Broad match,8,0,USD,0.0,ai apps,0.0,8
relevance ai,Phrase match (close variant),8,0,USD,0.0,ai software,0.0,8
programing ai,Broad match,8,1,USD,0.37,ai software,0.125,7
ai free,Broad match,8,1,USD,0.1,ai apps,0.125,7
ai coding generator,Phrase match (close variant),8,0,USD,0.0,ai software,0.0,8
leap ai,Broad match,8,2,USD,0.1,ai software,0.25,6
brancher ai,Broad match,8,1,USD,0.17,ai tools,0.125,7
perplexity ai,Phrase match (close variant),8,0,USD,0.0,ai software,0.0,8
otio ai,Broad match,8,0,USD,0.0,ai software,0.0,8
ai tools for developers,Phrase match (close variant),8,2,USD,0.16,ai software,0.25,6
lightning ai,Broad match,7,1,USD,0.14,AI software tools,0.1429,6
app suno ia,Broad match,7,0,USD,0.0,ai apps,0.0,7
ai wireframe generator,Phrase match (close variant),7,1,USD,0.76,ai software,0.1429,6
ia para analise de dados,Broad match,7,0,USD,0.0,AI for data analysis,0.0,7
ia para programar online,Broad match,7,0,USD,0.0,ai software,0.0,7
voz inteligencia artificial gratis,Broad match,7,2,USD,0.34,ai software,0.2857,5
jetbrains ai assistant activation code github 2024,Phrase match (close variant),7,0,USD,0.0,coding ai,0.0,7
ai for programming,Phrase match (close variant),7,0,USD,0.0,ai software,0.0,7
ia para hacer trabajos,Broad match,7,0,USD,0.0,AI for developers,0.0,7
chatgpt for coding,Broad match,7,0,USD,0.0,ai software,0.0,7
remaker ai,Broad match,7,0,USD,0.0,ai software,0.0,7
text to video generator ai,Broad match,7,0,USD,0.0,ai software,0.0,7
programming ai,Phrase match (close variant),7,1,USD,0.2,ai software,0.1429,6
flawlessai,Broad match,7,1,USD,0.09,AI software tools,0.1429,6
criar música com inteligência artificial grátis,Broad match,7,4,USD,0.29,ai apps,0.5714,3
google cloud ai,Phrase match (close variant),7,0,USD,0.0,ai software,0.0,7
rendernet ai,Broad match,7,0,USD,0.0,ai apps,0.0,7
codota,Phrase match (close variant),7,1,USD,0.2,ai software,0.1429,6
kera ai,Broad match,7,0,USD,0.0,AI software tools,0.0,7
generar imagen con ia,Broad match,7,0,USD,0.0,AI software helper,0.0,7
code ai,Phrase match (close variant),7,3,USD,0.78,ai software,0.4286,4
ia code,Broad match,7,0,USD,0.0,ai tools,0.0,7
grok ai,Broad match,7,0,USD,0.0,ai software,0.0,7
studio code ai,Phrase match (close variant),7,0,USD,0.0,ai software,0.0,7
powerfulai tools,Phrase match (close variant),7,0,USD,0.0,ai software,0.0,7
ideas ai,Broad match,7,0,USD,0.0,ai software,0.0,7
ia developer,Broad match,7,3,USD,0.34,ai software,0.4286,4
architecture ai,Broad match,7,0,USD,0.0,ai software,0.0,7
kre ai,Phrase match (close variant),7,2,USD,0.1,ai software,0.2857,5
inteligência artificial para criar slides gratuito,Broad match,7,3,USD,0.47,ai programs,0.4286,4
sql ia,Broad match,7,1,USD,0.75,ai software,0.1429,6
programação com ia,Broad match,7,0,USD,0.0,coding ai,0.0,7
ai engineering,Exact match (close variant),7,0,USD,0.0,ai engineer,0.0,7
codeium,Phrase match (close variant),7,0,USD,0.0,coding ai,0.0,7
ai game maker,Exact match (close variant),7,0,USD,0.0,AI game development,0.0,7
power point ai,Broad match,7,0,USD,0.0,ai programs,0.0,7
pinokio ai,Broad match,7,0,USD,0.0,ai software,0.0,7
inteligencia artificial para imagenes,Broad match,7,1,USD,0.1,AI software tools,0.1429,6
c# ia,Broad match,7,1,USD,0.1,coding ai,0.1429,6
codeai,Phrase match (close variant),7,0,USD,0.0,ai software,0.0,7
ai website builder,Broad match,7,1,USD,0.4,AI code writing,0.1429,6
visual studio code ai,Phrase match (close variant),7,0,USD,0.0,ai software,0.0,7
ia para criar planilha excel,Broad match,7,2,USD,0.33,ai software,0.2857,5
ai startups,Broad match,7,0,USD,0.0,ai software,0.0,7
codewp,Broad match,7,0,USD,0.0,coding ai,0.0,7
create ai,Broad match,7,0,USD,0.0,ai software,0.0,7
codeformer,Broad match,7,0,USD,0.0,AI coding tools,0.0,7
artificial intelligence app,Broad match,7,2,USD,0.43,ai software,0.2857,5
openai sora,Broad match,7,0,USD,0.0,AI software tools,0.0,7
ai agent,Broad match,7,1,USD,0.1,ai apps,0.1429,6
makecode microbit org,Broad match,7,1,USD,0.1,AI code enhancement,0.1429,6
ia para vscode,Broad match,7,0,USD,0.0,coding ai,0.0,7
intelligence artificielle,Broad match,7,0,USD,0.0,ai software,0.0,7
askcodi,Phrase match (close variant),7,0,USD,0.0,ai tools,0.0,7
aiforwork,Broad match,7,0,USD,0.0,AI software tools,0.0,7
venice ai,Broad match,7,0,USD,0.0,ai software,0.0,7
copilot online,Broad match,7,0,USD,0.0,coding ai,0.0,7
runway ml,Broad match,7,0,USD,0.0,ai tools,0.0,7
java online compiler,Broad match,7,0,USD,0.0,AI code enhancement,0.0,7
ai projects,Broad match,7,0,USD,0.0,ai software,0.0,7
figma ai,Phrase match (close variant),7,0,USD,0.0,ai tools,0.0,7
generador de imagenes inteligencia artificial,Broad match,7,1,USD,0.1,AI software tools,0.1429,6
code refactor ai,Phrase match (close variant),7,0,USD,0.0,ai software,0.0,7
